iso_code,location,total_cases_per_million,total_deaths_per_million,people_vaccinated_per_hundred,date
SWE,Sweden,2777.924,328.044,,2020-05-12
SWE,Sweden,2847.235,342.599,,2020-05-13
SWE,Sweden,2912.587,349.431,,2020-05-14
SWE,Sweden,2980.71,361.016,,2020-05-15
SWE,Sweden,3016.159,363.789,,2020-05-16
SWE,Sweden,3041.804,364.284,,2020-05-17
SWE,Sweden,3084.48,366.165,,2020-05-18
SWE,Sweden,3150.525,370.621,,2020-05-19
SWE,Sweden,3230.531,379.334,,2020-05-20
SWE,Sweden,3290.931,383.295,,2020-05-21
SWE,Sweden,3343.608,388.642,,2020-05-22
SWE,Sweden,3383.512,395.276,,2020-05-23
SWE,Sweden,3404.305,395.87,,2020-05-24
SWE,Sweden,3452.824,398.94,,2020-05-25
SWE,Sweden,3526.691,408.445,,2020-05-26
SWE,Sweden,3605.904,417.852,,2020-05-27
SWE,Sweden,3682.543,422.407,,2020-05-28
SWE,Sweden,3759.084,430.724,,2020-05-29
SWE,Sweden,3801.859,435.18,,2020-05-30
SWE,Sweden,3828.098,435.18,,2020-05-31
SWE,Sweden,3892.262,435.972,,2020-06-01
SWE,Sweden,3981.476,442.408,,2020-06-02
SWE,Sweden,4085.048,449.735,,2020-06-03
SWE,Sweden,4187.926,451.716,,2020-06-04
SWE,Sweden,4301.4,459.34,,2020-06-05
SWE,Sweden,4378.93,461.023,,2020-06-06
SWE,Sweden,4424.676,461.32,,2020-06-07
SWE,Sweden,4491.711,464.786,,2020-06-08
SWE,Sweden,4584.391,467.063,,2020-06-09
SWE,Sweden,4726.678,474.787,,2020-06-10
SWE,Sweden,4854.806,476.668,,2020-06-11
SWE,Sweden,4987.192,480.629,,2020-06-12
SWE,Sweden,5090.368,482.609,,2020-06-13
SWE,Sweden,5131.757,482.609,,2020-06-14
SWE,Sweden,5199.485,484.292,,2020-06-15
SWE,Sweden,5320.087,489.045,,2020-06-16
SWE,Sweden,5464.355,499.145,,2020-06-17
SWE,Sweden,5612.485,500.333,,2020-06-18
SWE,Sweden,5732.593,500.333,,2020-06-19
SWE,Sweden,5802.103,500.333,,2020-06-20
SWE,Sweden,5833.887,500.333,,2020-06-21
SWE,Sweden,5913.101,500.333,,2020-06-22
SWE,Sweden,6043.011,511.027,,2020-06-23
SWE,Sweden,6211.142,515.78,,2020-06-24
SWE,Sweden,6337.983,517.859,,2020-06-25
SWE,Sweden,6457.1,522.81,,2020-06-26
SWE,Sweden,6532.353,522.81,,2020-06-27
SWE,Sweden,6573.94,522.81,,2020-06-28
SWE,Sweden,6645.926,522.81,,2020-06-29
SWE,Sweden,6725.635,528.058,,2020-06-30
SWE,Sweden,6793.362,531.722,,2020-07-01
SWE,Sweden,6861.585,535.781,,2020-07-02
SWE,Sweden,6930.798,536.672,,2020-07-03
SWE,Sweden,6967.434,536.672,,2020-07-04
SWE,Sweden,6998.625,536.672,,2020-07-05
SWE,Sweden,7023.478,536.672,,2020-07-06
SWE,Sweden,7051.005,539.346,,2020-07-07
SWE,Sweden,7104.177,542.812,,2020-07-08
SWE,Sweden,7137.348,544.594,,2020-07-09
SWE,Sweden,7174.677,547.168,,2020-07-10
SWE,Sweden,7205.768,547.168,,2020-07-11
SWE,Sweden,7216.264,547.168,,2020-07-12
SWE,Sweden,7233.097,547.168,,2020-07-13
SWE,Sweden,7264.287,549.05,,2020-07-14
SWE,Sweden,7293.894,551.723,,2020-07-15
SWE,Sweden,7320.925,553.802,,2020-07-16
SWE,Sweden,7350.531,556.377,,2020-07-17
SWE,Sweden,7370.335,556.377,,2020-07-18
SWE,Sweden,7381.227,556.377,,2020-07-19
SWE,Sweden,7394.198,556.377,,2020-07-20
SWE,Sweden,7416.576,559.05,,2020-07-21
SWE,Sweden,7445.984,561.13,,2020-07-22
SWE,Sweden,7467.767,562.021,,2020-07-23
SWE,Sweden,7493.71,564.1,,2020-07-24
SWE,Sweden,7507.374,564.1,,2020-07-25
SWE,Sweden,7511.533,564.1,,2020-07-26
SWE,Sweden,7518.563,564.1,,2020-07-27
SWE,Sweden,7546.585,564.595,,2020-07-28
SWE,Sweden,7576.389,567.368,,2020-07-29
SWE,Sweden,7606.292,568.259,,2020-07-30
SWE,Sweden,7631.839,568.655,,2020-07-31
SWE,Sweden,7661.841,568.655,,2020-08-01
SWE,Sweden,7665.604,568.655,,2020-08-02
SWE,Sweden,7681.941,568.655,,2020-08-03
SWE,Sweden,7715.013,569.051,,2020-08-04
SWE,Sweden,7757.095,570.338,,2020-08-05
SWE,Sweden,7794.524,570.932,,2020-08-06
SWE,Sweden,7832.15,570.635,,2020-08-07
SWE,Sweden,7857.895,570.635,,2020-08-08
SWE,Sweden,7865.123,570.635,,2020-08-09
SWE,Sweden,7884.53,570.635,,2020-08-10
SWE,Sweden,7925.82,571.328,,2020-08-11
SWE,Sweden,7969.784,571.724,,2020-08-12
SWE,Sweden,8005.628,571.923,,2020-08-13
SWE,Sweden,8039.69,572.616,,2020-08-14
SWE,Sweden,8062.068,572.616,,2020-08-15
SWE,Sweden,8068.306,572.616,,2020-08-16
SWE,Sweden,8085.535,572.616,,2020-08-17
SWE,Sweden,8116.626,573.309,,2020-08-18
SWE,Sweden,8151.381,574.497,,2020-08-19
SWE,Sweden,8184.354,574.794,,2020-08-20
SWE,Sweden,8213.861,575.289,,2020-08-21
SWE,Sweden,8229.704,575.289,,2020-08-22
SWE,Sweden,8235.348,575.289,,2020-08-23
SWE,Sweden,8253.369,575.289,,2020-08-24
SWE,Sweden,8275.648,575.685,,2020-08-25
SWE,Sweden,8300.006,575.982,,2020-08-26
SWE,Sweden,8313.274,576.279,,2020-08-27
SWE,Sweden,8313.274,576.378,,2020-08-28
SWE,Sweden,8313.274,576.378,,2020-08-29
SWE,Sweden,8313.274,576.378,,2020-08-30
SWE,Sweden,8354.96,576.378,,2020-08-31
SWE,Sweden,8369.021,575.586,,2020-09-01
SWE,Sweden,8370.11,576.279,,2020-09-02
SWE,Sweden,8389.616,577.467,,2020-09-03
SWE,Sweden,8414.965,577.765,,2020-09-04
SWE,Sweden,8414.965,577.765,,2020-09-05
SWE,Sweden,8414.965,577.765,,2020-09-06
SWE,Sweden,8471.701,577.765,,2020-09-07
SWE,Sweden,8486.455,578.062,,2020-09-08
SWE,Sweden,8503.585,578.458,,2020-09-09
SWE,Sweden,8534.676,578.557,,2020-09-10
SWE,Sweden,8565.471,578.854,,2020-09-11
SWE,Sweden,8565.471,578.854,,2020-09-12
SWE,Sweden,8565.471,578.854,,2020-09-13
SWE,Sweden,8565.471,578.854,,2020-09-14
SWE,Sweden,8648.645,578.854,,2020-09-15
SWE,Sweden,8671.419,580.24,,2020-09-16
SWE,Sweden,8702.114,580.636,,2020-09-17
SWE,Sweden,8736.968,580.735,,2020-09-18
SWE,Sweden,8736.968,580.735,,2020-09-19
SWE,Sweden,8736.968,580.735,,2020-09-20
SWE,Sweden,8736.968,580.735,,2020-09-21
SWE,Sweden,8855.69,580.735,,2020-09-22
SWE,Sweden,8887.375,581.824,,2020-09-23
SWE,Sweden,8940.151,582.022,,2020-09-24
SWE,Sweden,9002.928,582.22,,2020-09-25
SWE,Sweden,9002.928,582.22,,2020-09-26
SWE,Sweden,9002.928,582.22,,2020-09-27
SWE,Sweden,9002.928,582.22,,2020-09-28
SWE,Sweden,9155.711,582.22,,2020-09-29
SWE,Sweden,9195.021,583.508,,2020-09-30
SWE,Sweden,9269.482,583.508,,2020-10-01
SWE,Sweden,9335.625,583.706,,2020-10-02
SWE,Sweden,9335.625,583.706,,2020-10-03
SWE,Sweden,9335.625,583.706,,2020-10-04
SWE,Sweden,9335.625,583.706,,2020-10-05
SWE,Sweden,9519.995,583.706,,2020-10-06
SWE,Sweden,9572.672,583.409,,2020-10-07
SWE,Sweden,9657.332,583.409,,2020-10-08
SWE,Sweden,9748.328,583.607,,2020-10-09
SWE,Sweden,9748.328,583.607,,2020-10-10
SWE,Sweden,9748.328,583.607,,2020-10-11
SWE,Sweden,9748.328,583.607,,2020-10-12
SWE,Sweden,9966.463,583.607,,2020-10-13
SWE,Sweden,10033.596,584.894,,2020-10-14
SWE,Sweden,10140.04,585.191,,2020-10-15
SWE,Sweden,10218.56,585.983,,2020-10-16
SWE,Sweden,10218.56,585.983,,2020-10-17
SWE,Sweden,10218.56,585.983,,2020-10-18
SWE,Sweden,10218.56,585.983,,2020-10-19
SWE,Sweden,10533.435,585.983,,2020-10-20
SWE,Sweden,10629.976,587.072,,2020-10-21
SWE,Sweden,10789.79,587.171,,2020-10-22
SWE,Sweden,10950.692,587.468,,2020-10-23
SWE,Sweden,10950.692,587.468,,2020-10-24
SWE,Sweden,10950.692,587.468,,2020-10-25
SWE,Sweden,10950.692,587.468,,2020-10-26
SWE,Sweden,11464.69,587.468,,2020-10-27
SWE,Sweden,11675.398,586.874,,2020-10-28
SWE,Sweden,11997.6,587.567,,2020-10-29
SWE,Sweden,12313.266,587.963,,2020-10-30
SWE,Sweden,12313.266,587.963,,2020-10-31
SWE,Sweden,12313.266,587.963,,2020-11-01
SWE,Sweden,12313.266,587.963,,2020-11-02
SWE,Sweden,13320.963,587.963,,2020-11-03
SWE,Sweden,13637.619,593.805,,2020-11-04
SWE,Sweden,14037.054,594.3,,2020-11-05
SWE,Sweden,14502.137,596.281,,2020-11-06
SWE,Sweden,14502.137,596.281,,2020-11-07
SWE,Sweden,14502.137,596.281,,2020-11-08
SWE,Sweden,14502.137,596.281,,2020-11-09
SWE,Sweden,16064.527,596.281,,2020-11-10
SWE,Sweden,16506.837,602.222,,2020-11-11
SWE,Sweden,16968.058,606.182,,2020-11-12
SWE,Sweden,17561.17,610.341,,2020-11-13
SWE,Sweden,17561.17,610.341,,2020-11-14
SWE,Sweden,17561.17,610.341,,2020-11-15
SWE,Sweden,17561.17,610.341,,2020-11-16
SWE,Sweden,19054.744,610.341,,2020-11-17
SWE,Sweden,19451.505,625.887,,2020-11-18
SWE,Sweden,19907.875,627.768,,2020-11-19
SWE,Sweden,20624.758,634.303,,2020-11-20
SWE,Sweden,20624.758,634.303,,2020-11-21
SWE,Sweden,20624.758,634.303,,2020-11-22
SWE,Sweden,20624.758,634.303,,2020-11-23
SWE,Sweden,22334.288,634.303,,2020-11-24
SWE,Sweden,22824.818,649.057,,2020-11-25
SWE,Sweden,23403.177,655.691,,2020-11-26
SWE,Sweden,24073.918,661.533,,2020-11-27
SWE,Sweden,24073.918,661.533,,2020-11-28
SWE,Sweden,24073.918,661.533,,2020-11-29
SWE,Sweden,24073.918,661.533,,2020-11-30
SWE,Sweden,25819.49,661.533,,2020-12-01
SWE,Sweden,26354.182,690.347,,2020-12-02
SWE,Sweden,26996.308,693.813,,2020-12-03
SWE,Sweden,27617.046,699.754,,2020-12-04
SWE,Sweden,27617.046,699.754,,2020-12-05
SWE,Sweden,27617.046,699.754,,2020-12-06
SWE,Sweden,27617.046,699.754,,2020-12-07
SWE,Sweden,29480.547,699.754,,2020-12-08
SWE,Sweden,30179.706,722.428,,2020-12-09
SWE,Sweden,30965.406,728.171,,2020-12-10
SWE,Sweden,31695.162,744.014,,2020-12-11
SWE,Sweden,31695.162,744.014,,2020-12-12
SWE,Sweden,31695.162,744.014,,2020-12-13
SWE,Sweden,31695.162,744.014,,2020-12-14
SWE,Sweden,33767.688,744.014,,2020-12-15
SWE,Sweden,34515.861,772.531,,2020-12-16
SWE,Sweden,35395.232,781.542,,2020-12-17
SWE,Sweden,36351.142,791.443,,2020-12-18
SWE,Sweden,36351.142,791.443,,2020-12-19
SWE,Sweden,36351.142,791.443,,2020-12-20
SWE,Sweden,36351.142,791.443,,2020-12-21
SWE,Sweden,38561.104,791.443,,2020-12-22
SWE,Sweden,39215.508,819.762,,2020-12-23
SWE,Sweden,39215.508,819.762,,2020-12-24
SWE,Sweden,39215.508,819.762,,2020-12-25
SWE,Sweden,39215.508,819.762,,2020-12-26
SWE,Sweden,39215.508,819.762,0.02,2020-12-27
SWE,Sweden,39215.508,819.762,,2020-12-28
SWE,Sweden,42432.077,819.762,,2020-12-29
SWE,Sweden,43307.982,864.122,,2020-12-30
SWE,Sweden,43307.982,864.122,,2020-12-31
SWE,Sweden,43307.982,864.122,,2021-01-01
SWE,Sweden,43307.982,864.122,,2021-01-02
SWE,Sweden,43307.982,864.122,0.16,2021-01-03
SWE,Sweden,43307.982,864.122,,2021-01-04
SWE,Sweden,46513.065,887.688,,2021-01-05
SWE,Sweden,46513.065,887.688,,2021-01-06
SWE,Sweden,47754.343,917.096,,2021-01-07
SWE,Sweden,48465.978,934.028,,2021-01-08
SWE,Sweden,48465.978,934.028,,2021-01-09
SWE,Sweden,48465.978,934.028,0.5,2021-01-10
SWE,Sweden,48465.978,934.028,,2021-01-11
SWE,Sweden,50188.38,934.028,,2021-01-12
SWE,Sweden,50716.834,973.734,,2021-01-13
SWE,Sweden,51368.366,1008.489,,2021-01-14
SWE,Sweden,51834.043,1022.153,,2021-01-15
SWE,Sweden,51834.043,1022.153,,2021-01-16
SWE,Sweden,51834.043,1022.153,1.27,2021-01-17
SWE,Sweden,51834.043,1022.153,,2021-01-18
SWE,Sweden,52802.331,1022.153,,2021-01-19
SWE,Sweden,53267.909,1069.087,,2021-01-20
SWE,Sweden,53761.509,1081.365,,2021-01-21
SWE,Sweden,54178.767,1089.683,,2021-01-22
SWE,Sweden,54178.767,1089.683,,2021-01-23
SWE,Sweden,54178.767,1089.683,2.29,2021-01-24
SWE,Sweden,54178.767,1089.683,,2021-01-25
SWE,Sweden,55082.1,1113.645,,2021-01-26
SWE,Sweden,55496.288,1131.27,,2021-01-27
SWE,Sweden,55900.773,1140.677,,2021-01-28
SWE,Sweden,56138.414,1147.707,,2021-01-29
SWE,Sweden,56138.414,1147.707,,2021-01-30
SWE,Sweden,56138.414,1147.707,2.92,2021-01-31
SWE,Sweden,56138.414,1147.707,,2021-02-01
SWE,Sweden,57093.83,1169.887,,2021-02-02
SWE,Sweden,57520.593,1182.165,,2021-02-03
SWE,Sweden,57892.699,1190.977,,2021-02-04
SWE,Sweden,58228.169,1199.592,,2021-02-05
SWE,Sweden,58228.169,1199.592,,2021-02-06
SWE,Sweden,58228.169,1199.592,3.35,2021-02-07
SWE,Sweden,58228.169,1199.592,,2021-02-08
SWE,Sweden,59031.395,1206.82,,2021-02-09
SWE,Sweden,59434.395,1220.484,,2021-02-10
SWE,Sweden,59863.436,1224.841,,2021-02-11
SWE,Sweden,60243.067,1230.584,,2021-02-12
SWE,Sweden,60243.067,1230.584,,2021-02-13
SWE,Sweden,60243.067,1230.584,3.8,2021-02-14
SWE,Sweden,60243.067,1230.584,,2021-02-15
SWE,Sweden,61179.57,1236.426,,2021-02-16
SWE,Sweden,61598.71,1244.545,,2021-02-17
SWE,Sweden,62085.874,1247.417,,2021-02-18
SWE,Sweden,62496.2,1252.467,,2021-02-19
SWE,Sweden,62496.2,1252.467,,2021-02-20
SWE,Sweden,62496.2,1252.467,4.48,2021-02-21
SWE,Sweden,62496.2,1252.467,,2021-02-22
SWE,Sweden,63578.754,1258.804,,2021-02-23
SWE,Sweden,64110.574,1266.725,,2021-02-24
SWE,Sweden,64605.165,1267.22,,2021-02-25
SWE,Sweden,65084.803,1269.993,,2021-02-26
SWE,Sweden,65084.803,1269.993,,2021-02-27
SWE,Sweden,65084.803,1269.993,5.47,2021-02-28
SWE,Sweden,65084.803,1269.993,,2021-03-01
SWE,Sweden,66253.601,1275.538,,2021-03-02
SWE,Sweden,66865.427,1283.657,,2021-03-03
SWE,Sweden,67344.471,1284.944,,2021-03-04
SWE,Sweden,67822.823,1287.519,,2021-03-05
SWE,Sweden,67822.823,1287.519,,2021-03-06
SWE,Sweden,67822.823,1287.519,6.93,2021-03-07
SWE,Sweden,67822.823,1287.519,,2021-03-08
SWE,Sweden,68913.397,1291.38,,2021-03-09
SWE,Sweden,69499.281,1295.935,,2021-03-10
SWE,Sweden,70024.071,1298.213,,2021-03-11
SWE,Sweden,70552.327,1301.678,,2021-03-12
SWE,Sweden,70552.327,1301.678,,2021-03-13
SWE,Sweden,70552.327,1301.678,8.7,2021-03-14
SWE,Sweden,70552.327,1301.678,,2021-03-15
SWE,Sweden,71815.983,1304.253,,2021-03-16
SWE,Sweden,72487.417,1309.798,,2021-03-17
SWE,Sweden,73127.761,1310.59,,2021-03-18
SWE,Sweden,73695.624,1313.164,,2021-03-19
SWE,Sweden,73695.624,1313.164,,2021-03-20
SWE,Sweden,73695.624,1313.164,9.88,2021-03-21
SWE,Sweden,73695.624,1313.164,,2021-03-22
SWE,Sweden,75088.1,1318.412,,2021-03-23
SWE,Sweden,75845.482,1322.571,,2021-03-24
SWE,Sweden,76608.507,1324.155,,2021-03-25
SWE,Sweden,77235.087,1327.027,,2021-03-26
SWE,Sweden,77235.087,1327.027,,2021-03-27
SWE,Sweden,77235.087,1327.027,11.16,2021-03-28
SWE,Sweden,77235.087,1327.027,,2021-03-29
SWE,Sweden,78861.64,1329.799,,2021-03-30
SWE,Sweden,79697.443,1333.265,,2021-03-31
SWE,Sweden,80519.78,1336.532,,2021-04-01
SWE,Sweden,80519.78,1336.532,,2021-04-02
SWE,Sweden,80519.78,1336.532,,2021-04-03
SWE,Sweden,80519.78,1336.532,13.1,2021-04-04
SWE,Sweden,80519.78,1336.532,,2021-04-05
SWE,Sweden,82678.55,1339.998,,2021-04-06
SWE,Sweden,83353.252,1344.454,,2021-04-07
SWE,Sweden,84127.764,1346.137,,2021-04-08
SWE,Sweden,84897.324,1348.711,,2021-04-09
SWE,Sweden,84897.324,1348.711,,2021-04-10
SWE,Sweden,84897.324,1348.711,15.55,2021-04-11
SWE,Sweden,84897.324,1348.711,,2021-04-12
SWE,Sweden,86789.045,1352.573,,2021-04-13
SWE,Sweden,87668.218,1358.514,,2021-04-14
SWE,Sweden,88370.744,1362.574,,2021-04-15
SWE,Sweden,89129.016,1365.247,,2021-04-16
SWE,Sweden,89129.016,1365.247,,2021-04-17
SWE,Sweden,89129.016,1365.247,19.62,2021-04-18
SWE,Sweden,89129.016,1365.247,,2021-04-19
SWE,Sweden,90781.809,1368.911,,2021-04-20
SWE,Sweden,91525.427,1372.673,,2021-04-21
SWE,Sweden,92291.423,1374.555,,2021-04-22
SWE,Sweden,92911.963,1378.614,,2021-04-23
SWE,Sweden,92911.963,1378.614,,2021-04-24
SWE,Sweden,92911.963,1378.614,23.58,2021-04-25
SWE,Sweden,92911.963,1378.614,,2021-04-26
SWE,Sweden,94388.406,1383.07,,2021-04-27
SWE,Sweden,95107.864,1386.239,,2021-04-28
SWE,Sweden,95816.628,1386.437,,2021-04-29
SWE,Sweden,96403.403,1390.992,,2021-04-30
SWE,Sweden,96403.403,1390.992,,2021-05-01
SWE,Sweden,96403.403,1390.992,27.22,2021-05-02
SWE,Sweden,96403.403,1390.992,,2021-05-03
SWE,Sweden,97883.708,1395.249,,2021-05-04
SWE,Sweden,98580.888,1401.19,,2021-05-05
SWE,Sweden,99227.073,1401.884,,2021-05-06
SWE,Sweden,99788.599,1403.369,,2021-05-07
SWE,Sweden,99788.599,1403.369,,2021-05-08
SWE,Sweden,99788.599,1403.369,30.55,2021-05-09
SWE,Sweden,99788.599,1403.369,,2021-05-10
SWE,Sweden,101156.222,1407.726,,2021-05-11
SWE,Sweden,101783.0,1412.676,,2021-05-12
SWE,Sweden,101783.0,1412.676,,2021-05-13
SWE,Sweden,102693.165,1413.468,,2021-05-14
SWE,Sweden,102693.165,1413.468,,2021-05-15
SWE,Sweden,102693.165,1413.468,33.2,2021-05-16
SWE,Sweden,102693.165,1413.468,,2021-05-17
SWE,Sweden,103685.019,1416.043,,2021-05-18
SWE,Sweden,104142.379,1420.796,,2021-05-19
SWE,Sweden,104480.126,1420.994,,2021-05-20
SWE,Sweden,104793.812,1422.479,,2021-05-21
SWE,Sweden,104793.812,1422.479,,2021-05-22
SWE,Sweden,104793.812,1422.479,,2021-05-23
SWE,Sweden,104793.812,1422.479,,2021-05-24
SWE,Sweden,105391.281,1425.45,,2021-05-25
SWE,Sweden,105661.795,1429.41,,2021-05-26
SWE,Sweden,105797.053,1430.896,,2021-05-27
SWE,Sweden,105797.053,1430.896,36.05,2021-05-28
SWE,Sweden,105797.053,1430.896,,2021-05-29
SWE,Sweden,105797.053,1430.896,,2021-05-30
SWE,Sweden,105797.053,1430.896,,2021-05-31
SWE,Sweden,105797.053,1430.896,37.0,2021-06-01
SWE,Sweden,105797.053,1430.896,37.29,2021-06-02
SWE,Sweden,106640.678,1436.936,37.67,2021-06-03
SWE,Sweden,106746.527,1438.025,38.22,2021-06-04
SWE,Sweden,106746.527,1438.025,,2021-06-05
SWE,Sweden,106746.527,1438.025,,2021-06-06
SWE,Sweden,106746.527,1438.025,,2021-06-07
CHE,Switzerland,0.116,,,2020-02-25
CHE,Switzerland,0.116,,,2020-02-26
CHE,Switzerland,0.924,,,2020-02-27
CHE,Switzerland,0.924,,,2020-02-28
CHE,Switzerland,2.08,,,2020-02-29
CHE,Switzerland,3.12,,,2020-03-01
CHE,Switzerland,4.853,,,2020-03-02
CHE,Switzerland,6.471,,,2020-03-03
CHE,Switzerland,10.399,,,2020-03-04
CHE,Switzerland,13.172,0.116,,2020-03-05
CHE,Switzerland,24.727,0.116,,2020-03-06
CHE,Switzerland,30.966,0.116,,2020-03-07
CHE,Switzerland,38.939,0.231,,2020-03-08
CHE,Switzerland,43.214,0.231,,2020-03-09
CHE,Switzerland,56.733,0.347,,2020-03-10
CHE,Switzerland,75.336,0.462,,2020-03-11
CHE,Switzerland,75.336,0.462,,2020-03-12
CHE,Switzerland,131.606,1.271,,2020-03-13
CHE,Switzerland,157.026,1.502,,2020-03-14
CHE,Switzerland,254.2,1.618,,2020-03-15
CHE,Switzerland,254.2,1.618,,2020-03-16
CHE,Switzerland,311.972,3.12,,2020-03-17
CHE,Switzerland,349.871,3.235,,2020-03-18
CHE,Switzerland,470.847,4.737,,2020-03-19
CHE,Switzerland,611.697,6.239,,2020-03-20
CHE,Switzerland,759.71,8.666,,2020-03-21
CHE,Switzerland,863.585,11.323,,2020-03-22
CHE,Switzerland,1016.22,13.865,,2020-03-23
CHE,Switzerland,1141.24,14.097,,2020-03-24
CHE,Switzerland,1259.097,17.678,,2020-03-25
CHE,Switzerland,1364.705,22.069,,2020-03-26
CHE,Switzerland,1493.769,26.691,,2020-03-27
CHE,Switzerland,1626.415,30.504,,2020-03-28
CHE,Switzerland,1713.421,34.664,,2020-03-29
CHE,Switzerland,1839.711,41.481,,2020-03-30
CHE,Switzerland,1918.629,50.031,,2020-03-31
CHE,Switzerland,2053.008,56.386,,2020-04-01
CHE,Switzerland,2175.37,61.932,,2020-04-02
CHE,Switzerland,2265.38,68.287,,2020-04-03
CHE,Switzerland,2369.255,76.953,,2020-04-04
CHE,Switzerland,2438.005,82.615,,2020-04-05
CHE,Switzerland,2502.363,88.392,,2020-04-06
CHE,Switzerland,2571.228,94.863,,2020-04-07
CHE,Switzerland,2689.893,103.413,,2020-04-08
CHE,Switzerland,2778.979,109.537,,2020-04-09
CHE,Switzerland,2836.751,115.776,,2020-04-10
CHE,Switzerland,2900.995,119.705,,2020-04-11
CHE,Switzerland,2936.583,127.793,,2020-04-12
CHE,Switzerland,2968.126,131.49,,2020-04-13
CHE,Switzerland,2996.782,135.65,,2020-04-14
CHE,Switzerland,3043.0,143.161,,2020-04-15
CHE,Switzerland,3088.756,148.013,,2020-04-16
CHE,Switzerland,3128.734,153.329,,2020-04-17
CHE,Switzerland,3166.402,158.066,,2020-04-18
CHE,Switzerland,3205.225,160.955,,2020-04-19
CHE,Switzerland,3228.796,165.114,,2020-04-20
CHE,Switzerland,3242.546,170.776,,2020-04-21
CHE,Switzerland,3266.233,174.358,,2020-04-22
CHE,Switzerland,3292.577,178.98,,2020-04-23
CHE,Switzerland,3313.491,183.601,,2020-04-24
CHE,Switzerland,3338.564,184.757,,2020-04-25
CHE,Switzerland,3357.861,186.028,,2020-04-26
CHE,Switzerland,3369.762,192.383,,2020-04-27
CHE,Switzerland,3381.316,196.311,,2020-04-28
CHE,Switzerland,3397.839,198.276,,2020-04-29
CHE,Switzerland,3418.522,200.702,,2020-04-30
CHE,Switzerland,3432.272,202.666,,2020-05-01
CHE,Switzerland,3445.213,203.591,,2020-05-02
CHE,Switzerland,3455.381,203.591,,2020-05-03
CHE,Switzerland,3464.162,206.133,,2020-05-04
CHE,Switzerland,3467.397,207.404,,2020-05-05
CHE,Switzerland,3473.29,208.559,,2020-05-06
CHE,Switzerland,3480.916,209.137,,2020-05-07
CHE,Switzerland,3490.275,210.639,,2020-05-08
CHE,Switzerland,3495.359,211.448,,2020-05-09
CHE,Switzerland,3501.599,211.794,,2020-05-10
CHE,Switzerland,3506.105,213.181,,2020-05-11
CHE,Switzerland,3510.265,215.723,,2020-05-12
CHE,Switzerland,3514.078,216.07,,2020-05-13
CHE,Switzerland,3519.855,216.301,,2020-05-14
CHE,Switzerland,3525.748,216.994,,2020-05-15
CHE,Switzerland,3532.449,217.11,,2020-05-16
CHE,Switzerland,3534.183,217.341,,2020-05-17
CHE,Switzerland,3535.338,217.918,,2020-05-18
CHE,Switzerland,3537.764,218.496,,2020-05-19
CHE,Switzerland,3542.386,218.612,,2020-05-20
CHE,Switzerland,3546.546,219.305,,2020-05-21
CHE,Switzerland,3548.048,219.883,,2020-05-22
CHE,Switzerland,3550.128,220.114,,2020-05-23
CHE,Switzerland,3551.399,220.229,,2020-05-24
CHE,Switzerland,3552.554,221.038,,2020-05-25
CHE,Switzerland,3554.287,221.269,,2020-05-26
CHE,Switzerland,3556.021,221.5,,2020-05-27
CHE,Switzerland,3558.332,221.731,,2020-05-28
CHE,Switzerland,3562.029,221.731,,2020-05-29
CHE,Switzerland,3563.993,221.731,,2020-05-30
CHE,Switzerland,3565.958,221.847,,2020-05-31
CHE,Switzerland,3566.997,221.847,,2020-06-01
CHE,Switzerland,3567.344,221.847,,2020-06-02
CHE,Switzerland,3569.539,221.962,,2020-06-03
CHE,Switzerland,3571.85,221.962,,2020-06-04
CHE,Switzerland,3574.508,221.962,,2020-06-05
CHE,Switzerland,3576.819,221.962,,2020-06-06
CHE,Switzerland,3577.859,221.962,,2020-06-07
CHE,Switzerland,3578.667,222.194,,2020-06-08
CHE,Switzerland,3580.516,223.465,,2020-06-09
CHE,Switzerland,3583.174,223.696,,2020-06-10
CHE,Switzerland,3586.987,223.811,,2020-06-11
CHE,Switzerland,3589.182,223.927,,2020-06-12
CHE,Switzerland,3592.764,223.927,,2020-06-13
CHE,Switzerland,3595.422,223.927,,2020-06-14
CHE,Switzerland,3597.039,224.042,,2020-06-15
CHE,Switzerland,3599.697,225.775,,2020-06-16
CHE,Switzerland,3603.51,226.007,,2020-06-17
CHE,Switzerland,3605.012,226.007,,2020-06-18
CHE,Switzerland,3609.056,226.007,,2020-06-19
CHE,Switzerland,3609.98,226.007,,2020-06-20
CHE,Switzerland,3615.642,226.007,,2020-06-21
CHE,Switzerland,3617.722,226.007,,2020-06-22
CHE,Switzerland,3620.264,226.007,,2020-06-23
CHE,Switzerland,3625.348,226.238,,2020-06-24
CHE,Switzerland,3631.356,226.238,,2020-06-25
CHE,Switzerland,3638.058,226.7,,2020-06-26
CHE,Switzerland,3646.03,226.7,,2020-06-27
CHE,Switzerland,3653.194,226.7,,2020-06-28
CHE,Switzerland,3657.238,226.7,,2020-06-29
CHE,Switzerland,3664.402,226.815,,2020-06-30
CHE,Switzerland,3680.232,227.046,,2020-07-01
CHE,Switzerland,3693.635,227.046,,2020-07-02
CHE,Switzerland,3709.118,227.046,,2020-07-03
CHE,Switzerland,3720.326,227.046,,2020-07-04
CHE,Switzerland,3728.414,227.046,,2020-07-05
CHE,Switzerland,3733.845,227.046,,2020-07-06
